sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"RP11-266J6.2","Unmatched","","","",""
"RP11-266K4.14","Unmatched","","","",""
"RP11-266K4.9","Unmatched","","","",""
"RP11-266L9.5","Unmatched","","","",""
"RP11-266L9.8","Unmatched","","","",""
"RP11-266N13.2","Unmatched","","","",""
"RP11-267M23.1","Unmatched","","","",""
"RP11-267M23.4","Unmatched","","","",""
"RP11-268J15.5","Unmatched","","","",""
"RP11-269F19.2","Unmatched","","","",""
"RP11-26J3.3","Unmatched","","","",""
"RP11-26J3.4","Unmatched","","","",""
"RP11-273B20.1","Unmatched","","","",""
"RP11-273G15.2","Unmatched","","","",""
"RP11-274A11.4","Unmatched","","","",""
"RP11-274B21.10","Unmatched","","","",""
"RP11-274B21.14","Unmatched","","","",""
"RP11-274B21.9","Unmatched","","","",""
"RP11-275I14.4","Alias symbol","ACBD3-AS1","ACBD3 antisense RNA 1","HGNC:40701","1q42.12"
"RP11-275I4.1","Unmatched","","","",""
"RP11-275I4.2","Unmatched","","","",""
"RP11-277B15.3","Unmatched","","","",""
"RP11-277P12.20","Unmatched","","","",""
"RP11-277P12.6","Unmatched","","","",""
"RP11-277P12.9","Unmatched","","","",""
"RP11-278A23.1","Unmatched","","","",""
"RP11-278C7.3","Unmatched","","","",""
"RP11-278C7.4","Unmatched","","","",""
"RP11-278C7.5","Unmatched","","","",""
"RP11-27K13.3","Unmatched","","","",""
"RP11-282O18.3","Unmatched","","","",""
"RP11-283I3.6","Unmatched","","","",""
"RP11-284F21.10","Unmatched","","","",""
"RP11-284F21.7","Unmatched","","","",""
"RP11-284F21.9","Unmatched","","","",""
"RP11-284J1.1","Unmatched","","","",""
"RP11-284M14.1","Unmatched","","","",""
"RP11-284N8.3","Unmatched","","","",""
"RP11-285A1.1","Unmatched","","","",""
"RP11-285F7.2","Unmatched","","","",""
"RP11-285G1.14","Unmatched","","","",""
"RP11-285J16.1","Unmatched","","","",""
"RP11-286E11.2","Unmatched","","","",""
"RP11-286N22.14","Unmatched","","","",""
"RP11-286N22.6","Unmatched","","","",""
"RP11-286N22.8","Unmatched","","","",""
"RP11-287D1.3","Unmatched","","","",""
"RP11-288C18.1","Unmatched","","","",""
"RP11-288I21.1","Unmatched","","","",""
"RP11-288L9.4","Unmatched","","","",""
"RP11-289H16.1","Unmatched","","","",""
"RP11-290C10.1","Unmatched","","","",""
"RP11-290D2.6","Unmatched","","","",""
"RP11-290F24.6","Unmatched","","","",""
"RP11-290F5.1","Unmatched","","","",""
"RP11-290F5.2","Unmatched","","","",""
"RP11-290L1.2","Unmatched","","","",""
"RP11-290L1.3","Unmatched","","","",""
"RP11-291B21.2","Unmatched","","","",""
"RP11-292P13.1","Unmatched","","","",""
"RP11-293A21.1","Unmatched","","","",""
"RP11-293I14.2","Unmatched","","","",""
"RP11-294C11.2","Unmatched","","","",""
"RP11-294C11.4","Unmatched","","","",""
"RP11-294J22.7","Unmatched","","","",""
"RP11-295D4.1","Unmatched","","","",""
"RP11-295D4.3","Unmatched","","","",""
"RP11-295D4.4","Unmatched","","","",""
"RP11-295D4.5","Unmatched","","","",""
"RP11-295G20.2","Unmatched","","","",""
"RP11-295G24.5","Unmatched","","","",""
"RP11-295H24.4","Unmatched","","","",""
"RP11-295I5.3","Unmatched","","","",""
"RP11-295K2.3","Unmatched","","","",""
"RP11-295K3.1","Unmatched","","","",""
"RP11-295P9.13","Unmatched","","","",""
"RP11-295P9.3","Unmatched","","","",""
"RP11-296O14.3","Unmatched","","","",""
"RP11-297C4.1","Unmatched","","","",""
"RP11-297C4.2","Unmatched","","","",""
"RP11-297C4.3","Unmatched","","","",""
"RP11-297C4.6","Unmatched","","","",""
"RP11-297D21.4","Unmatched","","","",""
"RP11-297N6.4","Unmatched","","","",""
"RP11-298E9.7","Unmatched","","","",""
"RP11-298I3.1","Unmatched","","","",""
"RP11-298I3.3","Unmatched","","","",""
"RP11-298I3.4","Unmatched","","","",""
"RP11-298I3.5","Unmatched","","","",""
"RP11-298I3.6","Unmatched","","","",""
"RP11-298J20.4","Unmatched","","","",""
"RP11-299G20.2","Unmatched","","","",""
"RP11-299G20.5","Unmatched","","","",""
"RP11-299J3.8","Unmatched","","","",""
"RP11-299P2.2","Unmatched","","","",""
"RP11-29B2.6","Unmatched","","","",""
"RP11-29G8.3","Unmatched","","","",""
"RP11-2B6.2","Unmatched","","","",""
"RP11-2C24.3","Unmatched","","","",""
"RP11-2C24.4","Unmatched","","","",""
"RP11-2C24.9","Unmatched","","","",""
"RP11-2E11.9","Unmatched","","","",""
"RP11-2H3.7","Unmatched","","","",""
"RP11-300J18.2","Unmatched","","","",""
"RP11-301O19.1","Unmatched","","","",""
"RP11-302B13.5","Unmatched","","","",""
"RP11-303E16.2","Unmatched","","","",""
"RP11-303E16.3","Unmatched","","","",""
"RP11-303E16.8","Unmatched","","","",""
"RP11-303E16.9","Unmatched","","","",""
"RP11-304F15.3","Unmatched","","","",""
"RP11-304L19.1","Unmatched","","","",""
"RP11-304L19.11","Unmatched","","","",""
"RP11-304L19.12","Unmatched","","","",""
"RP11-304L19.13","Unmatched","","","",""
"RP11-304L19.3","Unmatched","","","",""
"RP11-304L19.4","Unmatched","","","",""
"RP11-304L19.8","Unmatched","","","",""
"RP11-305E6.4","Unmatched","","","",""
"RP11-305K5.1","Unmatched","","","",""
"RP11-305L7.1","Unmatched","","","",""
"RP11-305L7.3","Unmatched","","","",""
"RP11-305L7.6","Unmatched","","","",""
"RP11-305L7.7","Unmatched","","","",""
"RP11-305O6.4","Unmatched","","","",""
"RP11-306O13.1","Unmatched","","","",""
"RP11-307C12.11","Alias symbol","DCST1-AS1","DCST1 antisense RNA 1","HGNC:41147","1q21.3"
"RP11-307C12.12","Unmatched","","","",""
"RP11-307C12.13","Unmatched","","","",""
"RP11-307E17.8","Unmatched","","","",""
"RP11-307L14.1","Unmatched","","","",""
"RP11-307N16.6","Unmatched","","","",""
"RP11-309L24.10","Unmatched","","","",""
"RP11-309L24.4","Unmatched","","","",""
"RP11-30K9.6","Unmatched","","","",""
"RP11-30P6.6","Unmatched","","","",""
"RP11-311C24.1","Unmatched","","","",""
"RP11-313D6.3","Unmatched","","","",""
"RP11-313P13.5","Unmatched","","","",""
"RP11-314A20.2","Unmatched","","","",""
"RP11-314A20.5","Unmatched","","","",""
"RP11-314N13.10","Unmatched","","","",""
"RP11-314N13.3","Unmatched","","","",""
"RP11-314N13.9","Unmatched","","","",""
"RP11-315I20.1","Unmatched","","","",""
"RP11-315O6.1","Unmatched","","","",""
"RP11-316M1.12","Unmatched","","","",""
"RP11-316M21.6","Unmatched","","","",""
"RP11-316M21.7","Unmatched","","","",""
"RP11-316O14.1","Unmatched","","","",""
"RP11-317N8.5","Unmatched","","","",""
"RP11-317P15.4","Unmatched","","","",""
"RP11-318A15.2","Unmatched","","","",""
"RP11-318C24.2","Unmatched","","","",""
"RP11-318E3.9","Unmatched","","","",""
"RP11-319G6.1","Unmatched","","","",""
"RP11-31F15.2","Unmatched","","","",""
"RP11-31H5.3","Unmatched","","","",""
"RP11-320M2.1","Unmatched","","","",""
"RP11-320P7.2","Unmatched","","","",""
"RP11-321A17.6","Unmatched","","","",""
"RP11-321N4.5","Unmatched","","","",""
"RP11-324E6.10","Unmatched","","","",""
"RP11-324I22.3","Unmatched","","","",""
"RP11-324I22.4","Unmatched","","","",""
"RP11-324O2.3","Unmatched","","","",""
"RP11-325E5.1","Unmatched","","","",""
"RP11-325F22.2","Unmatched","","","",""
"RP11-325I22.3","Unmatched","","","",""
"RP11-325K4.2","Unmatched","","","",""
"RP11-325K4.3","Unmatched","","","",""
"RP11-325L7.1","Unmatched","","","",""
"RP11-326C3.10","Unmatched","","","",""
"RP11-326C3.11","Unmatched","","","",""
"RP11-326C3.12","Unmatched","","","",""
"RP11-326C3.13","Unmatched","","","",""
"RP11-326C3.14","Unmatched","","","",""
"RP11-326C3.2","Unmatched","","","",""
"RP11-326C3.7","Unmatched","","","",""
"RP11-326G21.1","Unmatched","","","",""
"RP11-326I11.3","Unmatched","","","",""
"RP11-326I11.4","Unmatched","","","",""
"RP11-326I11.5","Unmatched","","","",""
"RP11-326I19.2","Unmatched","","","",""
"RP11-326K13.4","Unmatched","","","",""
"RP11-326K13.5","Unmatched","","","",""
"RP11-327E2.5","Unmatched","","","",""
"RP11-327F22.1","Unmatched","","","",""
"RP11-327F22.2","Unmatched","","","",""
"RP11-327F22.6","Unmatched","","","",""
"RP11-327P2.5","Unmatched","","","",""
"RP11-329N15.3","Unmatched","","","",""
"RP11-32B5.7","Unmatched","","","",""
"RP11-330H6.5","Unmatched","","","",""
"RP11-330H6.6","Unmatched","","","",""
"RP11-330O11.3","Unmatched","","","",""
"RP11-331F9.3","Unmatched","","","",""
"RP11-331F9.4","Unmatched","","","",""
"RP11-332H14.2","Unmatched","","","",""
"RP11-332M2.1","Unmatched","","","",""
"RP11-333E1.1","Unmatched","","","",""
"RP11-333E1.2","Unmatched","","","",""
"RP11-333I13.1","Unmatched","","","",""
"RP11-333J10.3","Unmatched","","","",""
"RP11-334C17.3","Unmatched","","","",""
"RP11-334C17.5","Unmatched","","","",""
"RP11-334E6.12","Unmatched","","","",""
"RP11-334J6.6","Unmatched","","","",""
"RP11-335O4.3","Unmatched","","","",""
"RP11-336A10.2","Unmatched","","","",""
"RP11-336K24.12","Unmatched","","","",""
"RP11-337C18.10","Unmatched","","","",""
"RP11-337C18.8","Unmatched","","","",""
"RP11-337N6.3","Unmatched","","","",""
"RP11-338I21.1","Unmatched","","","",""
"RP11-338K17.10","Unmatched","","","",""
"RP11-338K17.5","Unmatched","","","",""
"RP11-338K17.6","Unmatched","","","",""
"RP11-339B21.13","Unmatched","","","",""
"RP11-33B1.3","Unmatched","","","",""
"RP11-33B1.4","Unmatched","","","",""
"RP11-33E12.2","Unmatched","","","",""
"RP11-33N14.3","Unmatched","","","",""
"RP11-33O4.1","Unmatched","","","",""
"RP11-33O4.2","Unmatched","","","",""
"RP11-341G23.4","Unmatched","","","",""
"RP11-341N2.1","Unmatched","","","",""
"RP11-341N2.3","Unmatched","","","",""
"RP11-342I1.2","Unmatched","","","",""
"RP11-342K2.1","Unmatched","","","",""
"RP11-342K6.1","Unmatched","","","",""
"RP11-342K6.2","Unmatched","","","",""
"RP11-342M1.3","Unmatched","","","",""
"RP11-343C2.11","Unmatched","","","",""
"RP11-343C2.12","Unmatched","","","",""
"RP11-343C2.9","Unmatched","","","",""
"RP11-343H19.1","Unmatched","","","",""
"RP11-343L5.2","Unmatched","","","",""
"RP11-344B5.4","Unmatched","","","",""
"RP11-344N10.5","Unmatched","","","",""
"RP11-344P13.6","Unmatched","","","",""
"RP11-345J18.2","Unmatched","","","",""
"RP11-345J4.3","Unmatched","","","",""
"RP11-345J4.4","Unmatched","","","",""
"RP11-345J4.5","Unmatched","","","",""
"RP11-345P4.7","Unmatched","","","",""
"RP11-345P4.9","Unmatched","","","",""
"RP11-347C12.1","Unmatched","","","",""
"RP11-347C12.10","Unmatched","","","",""
"RP11-347C12.11","Unmatched","","","",""
"RP11-347C12.3","Unmatched","","","",""
"RP11-347C12.4","Unmatched","","","",""
"RP11-347C18.3","Unmatched","","","",""
"RP11-347C18.5","Unmatched","","","",""
"RP11-347I19.7","Unmatched","","","",""
"RP11-347I19.8","Unmatched","","","",""
"RP11-347P5.1","Unmatched","","","",""
"RP11-348F1.3","Unmatched","","","",""
"RP11-348N5.7","Unmatched","","","",""
"RP11-348N5.9","Unmatched","","","",""
"RP11-348P10.2","Unmatched","","","",""
"RP11-34F20.7","Unmatched","","","",""
"RP11-34P13.13","Unmatched","","","",""
"RP11-34P13.14","Unmatched","","","",""
"RP11-34P13.7","Unmatched","","","",""
"RP11-34P13.8","Unmatched","","","",""
"RP11-350J20.5","Unmatched","","","",""
"RP11-350N15.4","Unmatched","","","",""
"RP11-350N15.5","Unmatched","","","",""
"RP11-350N15.6","Unmatched","","","",""
"RP11-351C21.2","Unmatched","","","",""
"RP11-351D16.3","Unmatched","","","",""
"RP11-351I21.11","Unmatched","","","",""
"RP11-351N5.2","Unmatched","","","",""
"RP11-352G18.2","Unmatched","","","",""
"RP11-352G9.1","Unmatched","","","",""
"RP11-352M15.2","Unmatched","","","",""
"RP11-353K11.1","Unmatched","","","",""
"RP11-353N4.6","Unmatched","","","",""
"RP11-354M20.3","Unmatched","","","",""
"RP11-355B11.2","Unmatched","","","",""
"RP11-355F16.1","Unmatched","","","",""
"RP11-355N15.1","Unmatched","","","",""
"RP11-355O1.11","Unmatched","","","",""
"RP11-356B19.11","Unmatched","","","",""
"RP11-356C4.5","Unmatched","","","",""
"RP11-356I2.1","Unmatched","","","",""
"RP11-356I2.4","Unmatched","","","",""
"RP11-356J5.12","Unmatched","","","",""
"RP11-357H14.16","Unmatched","","","",""
"RP11-357H14.17","Unmatched","","","",""
"RP11-357N13.6","Unmatched","","","",""
"RP11-357P18.2","Unmatched","","","",""
"RP11-358B23.5","Unmatched","","","",""
"RP11-358B23.6","Unmatched","","","",""
"RP11-358B23.7","Unmatched","","","",""
"RP11-358L22.3","Unmatched","","","",""
"RP11-359B12.2","Unmatched","","","",""
"RP11-359E3.4","Unmatched","","","",""
"RP11-359J14.2","Unmatched","","","",""
"RP11-359K18.4","Unmatched","","","",""
"RP11-35G9.3","Unmatched","","","",""
"RP11-35G9.5","Unmatched","","","",""
"RP11-360F5.3","Unmatched","","","",""
"RP11-360L9.4","Unmatched","","","",""
"RP11-360L9.7","Unmatched","","","",""
"RP11-360L9.8","Unmatched","","","",""
"RP11-361D15.2","Unmatched","","","",""
"RP11-361L15.5","Unmatched","","","",""
"RP11-362K14.5","Unmatched","","","",""
"RP11-362K14.6","Unmatched","","","",""
"RP11-362K14.7","Unmatched","","","",""
"RP11-363E6.3","Unmatched","","","",""
"RP11-363E6.4","Unmatched","","","",""
"RP11-363E7.4","Unmatched","","","",""
"RP11-363N22.3","Unmatched","","","",""
"RP11-365H22.2","Unmatched","","","",""
"RP11-365O16.6","Unmatched","","","",""
"RP11-365P13.5","Unmatched","","","",""
"RP11-366L5.1","Unmatched","","","",""
"RP11-367G6.3","Unmatched","","","",""
"RP11-367J11.2","Unmatched","","","",""
"RP11-367J11.3","Unmatched","","","",""
"RP11-367N14.3","Unmatched","","","",""
"RP11-368I7.4","Unmatched","","","",""
"RP11-368I7.6","Unmatched","","","",""
"RP11-368N21.5","Unmatched","","","",""
"RP11-368P15.3","Unmatched","","","",""
"RP11-369J21.12","Unmatched","","","",""
"RP11-36B15.1","Unmatched","","","",""
"RP11-370I10.12","Unmatched","","","",""
"RP11-371A19.2","Unmatched","","","",""
"RP11-372B4.3","Unmatched","","","",""
"RP11-372K14.2","Unmatched","","","",""
"RP11-373D23.3","Unmatched","","","",""
"RP11-373L24.1","Unmatched","","","",""
"RP11-373N22.3","Unmatched","","","",""
"RP11-374F3.5","Unmatched","","","",""
"RP11-374M1.2","Unmatched","","","",""
"RP11-374M1.5","Unmatched","","","",""
"RP11-374P20.4","Unmatched","","","",""
"RP11-375N15.2","Unmatched","","","",""
"RP11-377G16.2","Unmatched","","","",""
"RP11-378A13.1","Unmatched","","","",""
"RP11-378A13.2","Unmatched","","","",""
"RP11-378E13.3","Unmatched","","","",""
"RP11-378J18.8","Unmatched","","","",""
"RP11-378J18.9","Unmatched","","","",""
"RP11-379B18.5","Unmatched","","","",""
"RP11-379F12.3","Unmatched","","","",""
"RP11-379F12.4","Unmatched","","","",""
"RP11-379F4.4","Unmatched","","","",""
"RP11-379F4.7","Unmatched","","","",""
"RP11-379H18.1","Unmatched","","","",""
"RP11-379K17.12","Unmatched","","","",""
"RP11-37B2.1","Unmatched","","","",""
"RP11-37C7.3","Unmatched","","","",""
"RP11-380B4.3","Unmatched","","","",""
"RP11-380L11.3","Unmatched","","","",""
"RP11-380L11.4","Unmatched","","","",""
"RP11-380N8.7","Unmatched","","","",""
"RP11-381K20.2","Unmatched","","","",""
"RP11-382A20.2","Unmatched","","","",""
"RP11-382A20.3","Unmatched","","","",""
"RP11-383C5.3","Unmatched","","","",""
"RP11-383I23.2","Unmatched","","","",""
"RP11-384C4.2","Unmatched","","","",""
"RP11-384K6.8","Unmatched","","","",""
"RP11-384M20.1","Unmatched","","","",""
"RP11-385D13.3","Unmatched","","","",""
"RP11-385F5.4","Unmatched","","","",""
"RP11-385F5.5","Unmatched","","","",""
"RP11-385F7.1","Unmatched","","","",""
"RP11-386G11.10","Unmatched","","","",""
"RP11-386G11.5","Unmatched","","","",""
"RP11-386I14.4","Unmatched","","","",""
"RP11-387H17.4","Unmatched","","","",""
"RP11-388C12.5","Unmatched","","","",""
"RP11-388C12.8","Unmatched","","","",""
"RP11-388M20.1","Unmatched","","","",""
"RP11-388P9.2","Unmatched","","","",""
"RP11-38C17.1","Unmatched","","","",""
"RP11-38G5.4","Unmatched","","","",""
"RP11-38L15.2","Unmatched","","","",""
"RP11-38L15.8","Unmatched","","","",""
"RP11-38M8.1","Unmatched","","","",""
"RP11-390E23.6","Unmatched","","","",""
"RP11-390F4.3","Unmatched","","","",""
"RP11-390K5.6","Unmatched","","","",""
"RP11-390P24.1","Unmatched","","","",""
"RP11-391L3.1","Unmatched","","","",""
"RP11-392O17.2","Unmatched","","","",""
"RP11-392P7.6","Alias symbol","GPRC5D-AS1","GPRC5D and HEBP1 antisense RNA 1","HGNC:53599","12p13.1"
"RP11-393I2.4","Unmatched","","","",""
"RP11-394B2.1","Unmatched","","","",""
"RP11-394B2.5","Unmatched","","","",""
"RP11-394I13.2","Unmatched","","","",""
"RP11-394O4.3","Unmatched","","","",""
"RP11-395A13.2","Unmatched","","","",""
"RP11-395B7.4","Unmatched","","","",""
"RP11-395G23.3","Unmatched","","","",""
"RP11-395I14.2","Unmatched","","","",""
"RP11-395I6.3","Unmatched","","","",""
"RP11-395L14.18","Unmatched","","","",""
"RP11-396B14.2","Unmatched","","","",""
"RP11-396C23.4","Unmatched","","","",""
"RP11-398C13.6","Unmatched","","","",""
"RP11-398K22.12","Unmatched","","","",""
"RP11-399B17.1","Unmatched","","","",""
"RP11-399J13.2","Unmatched","","","",""
"RP11-399O19.9","Unmatched","","","",""
"RP11-3D4.2","Unmatched","","","",""
"RP11-3D4.3","Unmatched","","","",""
"RP11-3P17.5","Unmatched","","","",""
"RP11-400F19.12","Unmatched","","","",""
"RP11-400F19.18","Unmatched","","","",""
"RP11-400F19.6","Unmatched","","","",""
"RP11-400L8.2","Unmatched","","","",""
"RP11-401F2.3","Unmatched","","","",""
"RP11-401P9.4","Unmatched","","","",""
"RP11-401P9.5","Unmatched","","","",""
"RP11-402D21.2","Unmatched","","","",""
"RP11-403B2.7","Unmatched","","","",""
"RP11-403I13.5","Unmatched","","","",""
"RP11-403I13.7","Unmatched","","","",""
"RP11-403I13.8","Unmatched","","","",""
"RP11-403P17.4","Unmatched","","","",""
"RP11-403P17.6","Unmatched","","","",""
"RP11-404F10.2","Unmatched","","","",""
"RP11-405M12.4","Unmatched","","","",""
"RP11-407G23.2","Unmatched","","","",""
"RP11-407G23.5","Unmatched","","","",""
"RP11-407G23.7","Unmatched","","","",""
"RP11-407N17.4","Unmatched","","","",""
"RP11-407N17.5","Unmatched","","","",""
"RP11-408A13.3","Unmatched","","","",""
"RP11-408A13.4","Unmatched","","","",""
"RP11-408H1.3","Unmatched","","","",""
"RP11-410E4.1","Unmatched","","","",""
"RP11-410L14.2","Unmatched","","","",""
"RP11-411B10.2","Unmatched","","","",""
"RP11-411B10.7","Unmatched","","","",""
"RP11-411B6.6","Unmatched","","","",""
"RP11-411H5.1","Unmatched","","","",""
"RP11-412B14.1","Unmatched","","","",""
"RP11-412D9.4","Unmatched","","","",""
"RP11-413M3.4","Unmatched","","","",""
"RP11-414C23.1","Unmatched","","","",""
"RP11-414J4.2","Unmatched","","","",""
"RP11-415F23.2","Unmatched","","","",""
"RP11-415F23.3","Unmatched","","","",""
"RP11-415F23.4","Unmatched","","","",""
"RP11-415J8.3","Unmatched","","","",""
"RP11-416A14.1","Unmatched","","","",""
"RP11-416H1.2","Unmatched","","","",""
"RP11-416N2.4","Unmatched","","","",""
"RP11-417F21.1","Unmatched","","","",""
"RP11-417L19.5","Unmatched","","","",""
"RP11-417L19.6","Unmatched","","","",""
"RP11-417N10.4","Unmatched","","","",""
"RP11-418J17.1","Unmatched","","","",""
"RP11-420A23.1","Unmatched","","","",""
"RP11-421E14.2","Unmatched","","","",""
"RP11-421F16.3","Unmatched","","","",""
"RP11-421L21.2","Unmatched","","","",""
"RP11-421L21.3","Unmatched","","","",""
"RP11-421M1.8","Unmatched","","","",""
"RP11-422P24.10","Unmatched","","","",""
"RP11-422P24.11","Unmatched","","","",""
"RP11-422P24.12","Unmatched","","","",""
"RP11-423H2.3","Unmatched","","","",""
"RP11-423P10.2","Unmatched","","","",""
"RP11-424G14.1","Unmatched","","","",""
"RP11-424N24.2","Unmatched","","","",""
"RP11-425D10.10","Unmatched","","","",""
"RP11-425D17.2","Unmatched","","","",""
"RP11-425M5.7","Unmatched","","","",""
"RP11-426A6.5","Unmatched","","","",""
"RP11-426C22.1","Unmatched","","","",""
"RP11-426C22.4","Unmatched","","","",""
"RP11-426C22.5","Unmatched","","","",""
"RP11-426C22.6","Unmatched","","","",""
"RP11-426C22.8","Unmatched","","","",""
"RP11-426D19.1","Unmatched","","","",""
"RP11-427J23.1","Unmatched","","","",""
"RP11-427L15.2","Unmatched","","","",""
"RP11-428J1.4","Unmatched","","","",""
"RP11-428J1.5","Unmatched","","","",""
"RP11-428O18.6","Unmatched","","","",""
"RP11-429E11.3","Unmatched","","","",""
"RP11-429G19.3","Unmatched","","","",""
"RP11-429J17.2","Unmatched","","","",""
"RP11-429P3.5","Unmatched","","","",""
"RP11-429P3.8","Unmatched","","","",""
"RP11-42I10.1","Unmatched","","","",""
"RP11-42O15.3","Unmatched","","","",""
"RP11-430B1.2","Unmatched","","","",""
"RP11-430C7.4","Unmatched","","","",""
"RP11-430C7.5","Unmatched","","","",""
"RP11-430G17.3","Unmatched","","","",""
"RP11-430H10.1","Unmatched","","","",""
"RP11-431M7.3","Unmatched","","","",""
"RP11-432B6.3","Unmatched","","","",""
"RP11-433J8.1","Unmatched","","","",""
"RP11-434B12.1","Unmatched","","","",""
"RP11-434H6.6","Unmatched","","","",""
"RP11-434H6.7","Unmatched","","","",""
"RP11-434P11.1","Unmatched","","","",""
"RP11-434P11.2","Unmatched","","","",""
"RP11-435D7.3","Unmatched","","","",""
"RP11-435I10.4","Unmatched","","","",""
"RP11-437B10.1","Unmatched","","","",""
"RP11-438F14.3","Unmatched","","","",""
"RP11-438J1.1","Unmatched","","","",""
"RP11-438L19.1","Unmatched","","","",""
"RP11-439E19.10","Unmatched","","","",""
"RP11-439E19.9","Unmatched","","","",""
"RP11-439L18.1","Unmatched","","","",""
"RP11-439L18.2","Unmatched","","","",""
"RP11-43F13.3","Unmatched","","","",""
"RP11-43N16.4","Unmatched","","","",""
"RP11-43N5.1","Unmatched","","","",""
"RP11-440D17.3","Unmatched","","","",""
"RP11-440D17.4","Unmatched","","","",""
"RP11-440G5.2","Unmatched","","","",""
"RP11-440I14.2","Unmatched","","","",""
"RP11-440L14.1","Unmatched","","","",""
"RP11-440L14.4","Unmatched","","","",""
"RP11-441O15.3","Unmatched","","","",""
"RP11-442H21.2","Alias symbol","DDIT4-AS1","DDIT4 antisense RNA 1","HGNC:52379","10q22.1"
"RP11-442N24__B.1","Unmatched","","","",""
"RP11-443B20.1","Unmatched","","","",""
"RP11-443B7.1","Unmatched","","","",""
"RP11-443B7.3","Unmatched","","","",""
"RP11-444E17.6","Unmatched","","","",""
"RP11-445N20.2","Unmatched","","","",""
"RP11-445P17.8","Alias symbol","LINC02561","long intergenic non-protein coding RNA 2561","HGNC:53601","10p15.1"
"RP11-446N19.1","Unmatched","","","",""
"RP11-447D11.3","Unmatched","","","",""
"RP11-448A19.1","Unmatched","","","",""
"RP11-448G15.3","Unmatched","","","",""
"RP11-449H3.3","Unmatched","","","",""
"RP11-449J21.3","Unmatched","","","",""
"RP11-449J21.5","Unmatched","","","",""
"RP11-449P15.1","Unmatched","","","",""
"RP11-449P15.2","Unmatched","","","",""
"RP11-44F14.6","Unmatched","","","",""
"RP11-44F14.7","Unmatched","","","",""
"RP11-44M6.7","Unmatched","","","",""
"RP11-44N11.2","Unmatched","","","",""
"RP11-44N21.1","Unmatched","","","",""
"RP11-44N21.4","Unmatched","","","",""
"RP11-452F19.3","Unmatched","","","",""
"RP11-452H21.4","Unmatched","","","",""
"RP11-452I5.2","Unmatched","","","",""
"RP11-452K12.4","Unmatched","","","",""
"RP11-452L6.1","Unmatched","","","",""
"RP11-452L6.5","Unmatched","","","",""
"RP11-452L6.7","Unmatched","","","",""
"RP11-454E5.4","Unmatched","","","",""
"RP11-455F5.3","Unmatched","","","",""
"RP11-455F5.4","Unmatched","","","",""
"RP11-455F5.5","Unmatched","","","",""
"RP11-455F5.6","Unmatched","","","",""
"RP11-455I9.1","Unmatched","","","",""
"RP11-455J20.3","Unmatched","","","",""
"RP11-455O6.5","Unmatched","","","",""
"RP11-455O6.8","Unmatched","","","",""
"RP11-456K23.1","Unmatched","","","",""
"RP11-457M11.5","Unmatched","","","",""
"RP11-458D21.1","Unmatched","","","",""
"RP11-458D21.5","Unmatched","","","",""
"RP11-458F8.4","Unmatched","","","",""
"RP11-458J1.1","Unmatched","","","",""
"RP11-459F6.3","Unmatched","","","",""
"RP11-45A17.2","Unmatched","","","",""
"RP11-45A17.3","Unmatched","","","",""
"RP11-45A17.4","Unmatched","","","",""
"RP11-45M22.2","Unmatched","","","",""
"RP11-45M22.3","Unmatched","","","",""
"RP11-45P15.4","Unmatched","","","",""
"RP11-461A8.4","Unmatched","","","",""
"RP11-461L13.3","Unmatched","","","",""
"RP11-463D19.2","Unmatched","","","",""
"RP11-463O12.5","Unmatched","","","",""
"RP11-463O9.9","Unmatched","","","",""
"RP11-464F9.1","Unmatched","","","",""
"RP11-464F9.20","Unmatched","","","",""
"RP11-464F9.22","Unmatched","","","",""
"RP11-465L10.10","Alias symbol","SLC12A5-AS1","SLC12A5 and MMP9 antisense RNA 1","HGNC:53143","20q13.12"
"RP11-465N4.4","Unmatched","","","",""
"RP11-465N4.5","Unmatched","","","",""
"RP11-466F5.8","Unmatched","","","",""
"RP11-467D6.1","Unmatched","","","",""
"RP11-467H10.2","Unmatched","","","",""
"RP11-467L13.7","Unmatched","","","",""
"RP11-467P9.1","Unmatched","","","",""
"RP11-468E2.10","Unmatched","","","",""
"RP11-468E2.11","Unmatched","","","",""
"RP11-468E2.2","Unmatched","","","",""
"RP11-468E2.4","Unmatched","","","",""
"RP11-468E2.5","Unmatched","","","",""
"RP11-468E2.6","Unmatched","","","",""
"RP11-468H14.2","Unmatched","","","",""
"RP11-469N6.1","Unmatched","","","",""
"RP11-46A10.5","Unmatched","","","",""
"RP11-46C24.7","Unmatched","","","",""
"RP11-46D6.1","Unmatched","","","",""
"RP11-46F15.2","Unmatched","","","",""
"RP11-46H11.11","Unmatched","","","",""
"RP11-46H11.12","Unmatched","","","",""
"RP11-46H11.3","Unmatched","","","",""
"RP11-46J23.1","Unmatched","","","",""
"RP11-471B22.2","Unmatched","","","",""
"RP11-471B22.3","Unmatched","","","",""
"RP11-472K17.3","Unmatched","","","",""
"RP11-473C18.3","Unmatched","","","",""
"RP11-473M20.16","Unmatched","","","",""
"RP11-473M20.5","Unmatched","","","",""
"RP11-473M20.9","Unmatched","","","",""
"RP11-473O4.5","Unmatched","","","",""
"RP11-474B16.1","Unmatched","","","",""
"RP11-474C8.8","Unmatched","","","",""
"RP11-474G23.2","Unmatched","","","",""
